Código IBGE,,Município,UF,Mortalidade Infantil até 5 Anos,posição estadual
4126272,412627,Saudade do Iguaçu (PR),PR,"26,1209628",
1600279,160027,Laranjal do Jari (AP),AP,"26,1045179",
1718881,171888,Santa Maria do Tocantins (TO),TO,"26,0908682",
4305959,430595,Cotiporã (RS),RS,"26,0861823",
3127305,312730,Galiléia (MG),MG,"26,0763183",
3520905,352090,Ipaussu (SP),SP,"26,0671968",614
2901106,290110,Amélia Rodrigues (BA),BA,"26,0560797",
1200609,120060,Tarauacá (AC),AC,"26,0528913",
2513927,251392,São Bentinho (PB),PB,"26,0459896",
5105234,510523,Lambari D'Oeste (MT),MT,"26,0336427",
3527900,352790,Lutécia (SP),SP,"26,0233918",613
3138708,313870,Luminárias (MG),MG,"25,9920635",
5203939,520393,Buriti de Goiás (GO),GO,"25,9870065",
5007554,500755,Santa Rita do Pardo (MS),MS,"25,9856266",
2106607,210660,Matões (MA),MA,"25,9474962",
4107538,410753,Entre Rios do Oeste (PR),PR,"25,9433134",
2202026,220202,Buriti dos Montes (PI),PI,"25,9318343",
3526506,352650,Lavínia (SP),SP,"25,9205426",612
2927804,292780,Santa Cruz da Vitória (BA),BA,"25,9197968",
2112852,211285,Vila Nova dos Martírios (MA),MA,"25,8792486",
5203559,520355,Bonfinópolis (GO),GO,"25,8779279",
3106507,310650,Berilo (MG),MG,"25,8777650",
4205175,420517,Entre Rios (SC),SC,"25,8646324",
2403905,240390,Francisco Dantas (RN),RN,"25,8620690",
3104700,310470,Ataléia (MG),MG,"25,8323634",
4106704,410670,Cruzeiro do Sul (PR),PR,"25,8303862",
1101757,110175,Vale do Anari (RO),RO,"25,8054560",
4313003,431300,Nova Bréscia (RS),RS,"25,7936508",
3125002,312500,Ewbank da Câmara (MG),MG,"25,7783575",
1500347,150034,Água Azul do Norte (PA),PA,"25,7771711",
4305850,430585,Coqueiros do Sul (RS),RS,"25,7738095",
2605509,260550,Ferreiros (PE),PE,"25,7034050",
3161403,316140,São Francisco do Glória (MG),MG,"25,6968344",
4308433,430843,Forquetinha (RS),RS,"25,6578947",
4309902,430990,Ibiraiaras (RS),RS,"25,6571469",
2204105,220410,Francisco Ayres (PI),PI,"25,6553342",
5102702,510270,Canarana (MT),MT,"25,6540606",
2409605,240960,Pedra Preta (RN),RN,"25,6439394",
3107000,310700,Biquinhas (MG),MG,"25,6410256",
3116407,311640,Claraval (MG),MG,"25,6410256",
4219606,421960,Xavantina (SC),SC,"25,6410256",
2922854,292285,Nova Redenção (BA),BA,"25,6390977",
2909406,290940,Cotegipe (BA),BA,"25,6244123",
4319711,431971,São Valentim do Sul (RS),RS,"25,5754476",
5001243,500124,Aral Moreira (MS),MS,"25,5750669",
2922706,292270,Nova Canaã (BA),BA,"25,5671507",
2508703,250870,Mãe d'Água (PB),PB,"25,5629945",
5205521,520552,Colinas do Sul (GO),GO,"25,5269321",
3112406,311240,Capetinga (MG),MG,"25,5037933",
3127388,312738,Goianá (MG),MG,"25,4992320",
2202117,220211,Campo Alegre do Fidalgo (PI),PI,"25,4848323",
4314753,431475,Poço das Antas (RS),RS,"25,4788690",
4120408,412040,Presidente Castelo Branco (PR),PR,"25,4676832",
2200509,220050,Amarante (PI),PI,"25,4596367",
3305133,330513,São José de Ubá (RJ),RJ,"25,4578315",91
2204204,220420,Francisco Santos (PI),PI,"25,4541420",
1300607,130060,Benjamin Constant (AM),AM,"25,4511020",
1200328,120032,Jordão (AC),AC,"25,4352863",
4107504,410750,Engenheiro Beltrão (PR),PR,"25,4139017",
2925402,292540,Potiraguá (BA),BA,"25,4008275",
2614105,261410,Sertânia (PE),PE,"25,3763590",
2401503,240150,Barcelona (RN),RN,"25,3697679",
2406908,240690,Lucrécia (RN),RN,"25,3371266",
4202081,420208,Bandeirante (SC),SC,"25,3346203",
2511301,251130,Piancó (PB),PB,"25,3029521",
1600154,160015,Pedra Branca do Amapari (AP),AP,"25,2878866",
3120839,312083,Cuparaque (MG),MG,"25,2538712",
5107305,510730,São José do Rio Claro (MT),MT,"25,2464075",
1300904,130090,Canutama (AM),AM,"25,2406210",
2513307,251330,Santa Helena (PB),PB,"25,2232770",
2204709,220470,Inhuma (PI),PI,"25,2222217",
4322541,432254,Vale Real (RS),RS,"25,2166599",
2502706,250270,Borborema (PB),PB,"25,2109181",
1501105,150110,Bagre (PA),PA,"25,2041836",
1302306,130230,Jutaí (AM),AM,"25,1764679",
4102752,410275,Bela Vista da Caroba (PR),PR,"25,1720901",
2926657,292665,Ribeirão do Largo (BA),BA,"25,1267475",
3158904,315890,Santana do Manhuaçu (MG),MG,"25,1231028",
3171501,317150,Mathias Lobato (MG),MG,"25,1196172",
2926707,292670,Rio de Contas (BA),BA,"25,1125116",
2210805,221080,Simplício Mendes (PI),PI,"25,1026677",
2513158,251315,Santa Cecília (PB),PB,"25,0834340",
5213772,521377,Montividiu do Norte (GO),GO,"25,0833697",
2502300,250230,Bom Sucesso (PB),PB,"25,0765635",
4215505,421550,Santa Cecília (SC),SC,"25,0719548",
2202109,220210,Campinas do Piauí (PI),PI,"25,0653574",
5212600,521260,Mairipotaba (GO),GO,"25,0626566",
5101803,510180,Barra do Garças (MT),MT,"25,0521309",
3121308,312130,Descoberto (MG),MG,"25,0481000",
2904753,290475,Buritirama (BA),BA,"25,0441972",
4122107,412210,Rio Bom (PR),PR,"25,0328419",
2902302,290230,Aratuípe (BA),BA,"25,0304121",
3505005,350500,Barão de Antonina (SP),SP,"25,0060308",611
1703602,170360,Brasilândia do Tocantins (TO),TO,"25,0000000",
1720002,172000,Santa Terezinha do Tocantins (TO),TO,"25,0000000",
4118303,411830,Paranapoema (PR),PR,"25,0000000",
4312609,431260,Muçum (RS),RS,"25,0000000",
2201556,220155,Bela Vista do Piauí (PI),PI,"24,9978316",
1508050,150805,Trairão (PA),PA,"24,9856166",
3126000,312600,Florestal (MG),MG,"24,9619482",
4300059,430005,Água Santa (RS),RS,"24,9470682",
2927309,292730,Salinas da Margarida (BA),BA,"24,9131059",
3509809,350980,Campos Novos Paulista (SP),SP,"24,9126935",610
5205000,520500,Carmo do Rio Verde (GO),GO,"24,8992593",
1505437,150543,Ourilândia do Norte (PA),PA,"24,8899685",
3532108,353210,Murutinga do Sul (SP),SP,"24,8842593",609
3544400,354440,Rubiácea (SP),SP,"24,8820249",608
4113403,411340,Leópolis (PR),PR,"24,8751896",
3138674,313867,Luisburgo (MG),MG,"24,8735777",
2932457,293245,Umburanas (BA),BA,"24,8493158",
5005251,500525,Laguna Carapã (MS),MS,"24,8286576",
1304260,130426,Uarini (AM),AM,"24,8198648",
1200054,120005,Assis Brasil (AC),AC,"24,8160618",
4117214,411721,Nova Santa Bárbara (PR),PR,"24,8106044",
3301157,330115,Cardoso Moreira (RJ),RJ,"24,8029132",90
3170602,317060,Vargem Bonita (MG),MG,"24,7987118",
2905800,290580,Camamu (BA),BA,"24,7925592",
2102507,210250,Cajari (MA),MA,"24,7904994",
2700102,270010,Água Branca (AL),AL,"24,7839201",
2205201,220520,Jaicós (PI),PI,"24,7732954",
4112405,411240,Japurá (PR),PR,"24,7464665",
4319307,431930,São Paulo das Missões (RS),RS,"24,7225708",
3129103,312910,Gurinhatã (MG),MG,"24,7058824",
5200209,520020,Água Limpa (GO),GO,"24,7058824",
2207207,220720,Padre Marcos (PI),PI,"24,6923102",
3106101,310610,Belmiro Braga (MG),MG,"24,6913580",
5106281,510628,Novo São Joaquim (MT),MT,"24,6845747",
2910008,291000,Dário Meira (BA),BA,"24,6744220",
2801009,280100,Campo do Brito (SE),SE,"24,6516403",
3302304,330230,Laje do Muriaé (RJ),RJ,"24,6505376",89
1600204,160020,Calçoene (AP),AP,"24,6440465",
3135704,313570,Jequitibá (MG),MG,"24,6297472",
3136504,313650,Jordânia (MG),MG,"24,6292840",
2927101,292710,Rodelas (BA),BA,"24,6232359",
4213104,421310,Piratuba (SC),SC,"24,6116166",
3164506,316450,São Sebastião do Maranhão (MG),MG,"24,5934576",
2930006,293000,Sebastião Laranjeiras (BA),BA,"24,5776776",
4322525,432252,Vale Verde (RS),RS,"24,5707418",
3119500,311950,Coronel Murta (MG),MG,"24,5634486",
5105002,510500,Jauru (MT),MT,"24,5569222",
2921450,292145,Mirante (BA),BA,"24,5547356",
2925709,292570,Presidente Jânio Quadros (BA),BA,"24,5396511",
3165560,316556,Sem-Peixe (MG),MG,"24,5215311",
3116100,311610,Chapada do Norte (MG),MG,"24,5000355",
4300034,430003,Aceguá (RS),RS,"24,4838495",
2503902,250390,Camalaú (PB),PB,"24,4805215",
2209302,220930,Santa Luz (PI),PI,"24,4772686",
2208650,220865,Queimada Nova (PI),PI,"24,4653497",
1717008,171700,Pindorama do Tocantins (TO),TO,"24,4367104",
2908804,290880,Contendas do Sincorá (BA),BA,"24,4360902",
2903607,290360,Biritinga (BA),BA,"24,4289190",
3125903,312590,Ferros (MG),MG,"24,4167033",
4301875,430187,Barra do Quaraí (RS),RS,"24,4139194",
2916609,291660,Itapitanga (BA),BA,"24,3976317",
2801900,280190,Cumbe (SE),SE,"24,3668301",
3519204,351920,Iacri (SP),SP,"24,3374962",607
2805109,280510,Pedrinhas (SE),SE,"24,3355766",
4307401,430740,Esmeralda (RS),RS,"24,3224932",
1301803,130180,Ipixuna (AM),AM,"24,3166890",
3524907,352490,Jambeiro (SP),SP,"24,3150445",606
3171907,317190,Virgolândia (MG),MG,"24,2912763",
1720101,172010,São Bento do Tocantins (TO),TO,"24,2861348",
2803401,280340,Japoatã (SE),SE,"24,2296191",
2931608,293160,Teolândia (BA),BA,"24,2207826",
5204003,520400,Cabeceiras (GO),GO,"24,2092905",
2929354,292935,São José da Vitória (BA),BA,"24,2076012",
5214903,521490,Nova Roma (GO),GO,"24,1858238",
1711902,171190,Lagoa da Confusão (TO),TO,"24,1658664",
3110301,311030,Caldas (MG),MG,"24,1428489",
4120150,412015,Porto Barreiro (PR),PR,"24,1099986",
2701605,270160,Canapi (AL),AL,"24,1089350",
4307302,430730,Erval Seco (RS),RS,"24,0700505",
2311231,231123,Potiretama (CE),CE,"24,0583507",
1301951,130195,Itamarati (AM),AM,"24,0577082",
3532207,353220,Narandiba (SP),SP,"24,0509148",605
2601805,260180,Betânia (PE),PE,"24,0392215",
4218350,421835,Treviso (SC),SC,"24,0274600",
2508109,250810,Lagoa (PB),PB,"24,0254426",
1600303,160030,Macapá (AP),AP,"24,0248523",
3121100,312110,Delfim Moreira (MG),MG,"23,9903237",
3127073,312707,Fruta de Leite (MG),MG,"23,9898990",
2505204,250520,Cuitegi (PB),PB,"23,9452500",
3503109,350310,Arandu (SP),SP,"23,9411248",604
3155108,315510,Rio do Prado (MG),MG,"23,9135048",
3543808,354380,Rinópolis (SP),SP,"23,9056800",603
2923704,292370,Paratinga (BA),BA,"23,8765553",
3204658,320465,São Domingos do Norte (ES),ES,"23,8505759",77
5207600,520760,Fazenda Nova (GO),GO,"23,8486731",
3527504,352750,Lucianópolis (SP),SP,"23,8095238",601
3529104,352910,Marinópolis (SP),SP,"23,8095238",602
4310702,431070,Itatiba do Sul (RS),RS,"23,8095238",
4311239,431123,Lagoa Bonita do Sul (RS),RS,"23,8095238",
5004908,500490,Jaraguari (MS),MS,"23,8079952",
1706001,170600,Couto Magalhães (TO),TO,"23,7752684",
2930808,293080,Souto Soares (BA),BA,"23,7724448",
5108204,510820,Torixoréu (MT),MT,"23,7606838",
2205508,220550,José de Freitas (PI),PI,"23,7547552",
1300102,130010,Anori (AM),AM,"23,7499679",
2200905,220090,Aroazes (PI),PI,"23,7345633",
2201572,220157,Belém do Piauí (PI),PI,"23,7289916",
2205953,220595,Marcolândia (PI),PI,"23,7250467",
5222302,522230,Vila Propício (GO),GO,"23,7216174",
1718758,171875,Rio Sono (TO),TO,"23,7090219",
2404002,240400,Frutuoso Gomes (RN),RN,"23,7050961",
5202502,520250,Aruanã (GO),GO,"23,6937782",
2513505,251350,Santana de Mangueira (PB),PB,"23,6933318",
3532058,353205,Motuca (SP),SP,"23,6900780",600
2802007,280200,Divina Pastora (SE),SE,"23,6755835",
3108255,310825,Bonito de Minas (MG),MG,"23,6696750",
4117057,411705,Nova Laranjeiras (PR),PR,"23,6636052",
5219258,521925,Santa Fé de Goiás (GO),GO,"23,6576938",
3160454,316045,Santo Antônio do Retiro (MG),MG,"23,6388136",
2106706,210670,Mirador (MA),MA,"23,6236928",
4210035,421003,Luzerna (SC),SC,"23,6179633",
2304459,230445,Fortim (CE),CE,"23,6128595",
3126950,312695,Frei Lagonegro (MG),MG,"23,5926773",
2801405,280140,Carira (SE),SE,"23,5885273",
3103306,310330,Aracitaba (MG),MG,"23,5745614",
3133402,313340,Itapagipe (MG),MG,"23,5669479",
2806404,280640,Santana do São Francisco (SE),SE,"23,5641009",
2206902,220690,Novo Oriente do Piauí (PI),PI,"23,5582011",
2915304,291530,Itagimirim (BA),BA,"23,5435575",
4201802,420180,Atalanta (SC),SC,"23,5387935",
3123304,312330,Dores do Turvo (MG),MG,"23,5363843",
3555604,355560,Uchoa (SP),SP,"23,5296937",599
3517109,351710,Glicério (SP),SP,"23,5211426",598
2312502,231250,São João do Jaguaribe (CE),CE,"23,5185185",
2104800,210480,Grajaú (MA),MA,"23,5087937",
4125902,412590,São Pedro do Paraná (PR),PR,"23,4987745",
2100600,210060,Amarante do Maranhão (MA),MA,"23,4906031",
2207306,220730,Paes Landim (PI),PI,"23,4843938",
1705557,170555,Combinado (TO),TO,"23,4802819",
3162450,316245,São João das Missões (MG),MG,"23,4620979",
3301405,330140,Conceição de Macabu (RJ),RJ,"23,4577263",88
3170909,317090,Varzelândia (MG),MG,"23,4487245",
2508000,250800,Juru (PB),PB,"23,4434473",
2901957,290195,Apuarema (BA),BA,"23,4351306",
2208601,220860,Prata do Piauí (PI),PI,"23,4343434",
2301505,230150,Arneiroz (CE),CE,"23,4293738",
3127602,312760,Gouveia (MG),MG,"23,4103982",
4204350,420435,Cordilheira Alta (SC),SC,"23,3998312",
3109204,310920,Buenópolis (MG),MG,"23,3780767",
2210953,221095,Tamboril do Piauí (PI),PI,"23,3523612",
2911253,291125,Gavião (BA),BA,"23,3523612",
2803609,280360,Laranjeiras (SE),SE,"23,3520440",
2305605,230560,Independência (CE),CE,"23,3424719",
4204178,420417,Cerro Negro (SC),SC,"23,3333333",
2515807,251580,Serra Redonda (PB),PB,"23,3259746",
2210052,221005,São José do Divino (PI),PI,"23,3034910",
1304062,130406,Tabatinga (AM),AM,"23,2816863",
3541109,354110,Presidente Alves (SP),SP,"23,2804233",597
4106571,410657,Cruzeiro do Iguaçu (PR),PR,"23,2759596",
2207108,220710,Olho D'Água do Piauí (PI),PI,"23,2646834",
3120102,312010,Couto de Magalhães de Minas (MG),MG,"23,2625483",
2207504,220750,Palmeirais (PI),PI,"23,2554763",
2923902,292390,Pau Brasil (BA),BA,"23,2467623",
3153707,315370,Quartel Geral (MG),MG,"23,2452732",
2109601,210960,Rosário (MA),MA,"23,2374091",
2906204,290620,Canarana (BA),BA,"23,2306455",
3509106,350910,Caiuá (SP),SP,"23,2299573",596
2708709,270870,São Miguel dos Milagres (AL),AL,"23,2292409",
5000609,500060,Amambai (MS),MS,"23,2285713",
1703891,170389,Carrasco Bonito (TO),TO,"23,2051755",
3501400,350140,Álvaro de Carvalho (SP),SP,"23,2007576",595
3161056,316105,São Félix de Minas (MG),MG,"23,1685633",
3551900,355190,Severínia (SP),SP,"23,1627380",594
1600501,160050,Oiapoque (AP),AP,"23,1569255",
2919702,291970,Macarani (BA),BA,"23,1558877",
3172202,317220,Wenceslau Braz (MG),MG,"23,1481481",
4128302,412830,Uniflor (PR),PR,"23,1481481",
4301404,430140,Arvorezinha (RS),RS,"23,1457877",
3115474,311547,Catuti (MG),MG,"23,1448413",
2100956,210095,Arame (MA),MA,"23,1364503",
1707009,170700,Dianópolis (TO),TO,"23,1354895",
2205300,220530,Jerumenha (PI),PI,"23,1334203",
3114808,311480,Carvalhos (MG),MG,"23,1299708",
3104601,310460,Astolfo Dutra (MG),MG,"23,1160609",
5215405,521540,Ouro Verde de Goiás (GO),GO,"23,1149683",
2502607,250260,Igaracy (PB),PB,"23,1114958",
4210209,421020,Major Gercino (SC),SC,"23,0769231",
5000906,500090,Antônio João (MS),MS,"23,0612253",
2102754,210275,Capinzal do Norte (MA),MA,"23,0547043",
2403004,240300,Cruzeta (RN),RN,"23,0525299",
2100501,210050,Alto Parnaíba (MA),MA,"23,0500099",
3112000,311200,Candeias (MG),MG,"23,0373251",
2801306,280130,Capela (SE),SE,"23,0333691",
2201051,220105,Assunção do Piauí (PI),PI,"23,0297480",
2309805,230980,Pacoti (CE),CE,"23,0279301",
5106455,510645,Planalto da Serra (MT),MT,"23,0274823",
5219704,521970,Santa Terezinha de Goiás (GO),GO,"23,0068656",
3201001,320100,Boa Esperança (ES),ES,"22,9963434",76
3167806,316780,Soledade de Minas (MG),MG,"22,9618163",
2806008,280600,Ribeirópolis (SE),SE,"22,9596917",
4113007,411300,Jussara (PR),PR,"22,9559075",
4126108,412610,São Tomé (PR),PR,"22,9466356",
2200103,220010,Agricolândia (PI),PI,"22,9332273",
3157500,315750,Santa Efigênia de Minas (MG),MG,"22,9244476",
2913457,291345,Igrapiúna (BA),BA,"22,9167164",
4213401,421340,Ponte Serrada (SC),SC,"22,9164493",
3534104,353410,Oriente (SP),SP,"22,8817344",593
1101559,110155,Teixeirópolis (RO),RO,"22,8794643",
2104701,210470,Graça Aranha (MA),MA,"22,8789555",
2917805,291780,Jaguaripe (BA),BA,"22,8768786",
2105450,210545,Jatobá (MA),MA,"22,8732749",
2404705,240470,Ipanguaçu (RN),RN,"22,8696301",
1300680,130068,Boa Vista do Ramos (AM),AM,"22,8663221",
1507755,150775,Sapucaia (PA),PA,"22,8624772",
4312179,431217,Mato Queimado (RS),RS,"22,8571429",
1501204,150120,Baião (PA),PA,"22,8557927",
3142908,314290,Monte Azul (MG),MG,"22,8528149",
2505402,250540,Desterro (PB),PB,"22,8250223",
2111078,211107,São João do Soter (MA),MA,"22,8188412",
5204250,520425,Cachoeira Dourada (GO),GO,"22,8144618",
2201507,220150,Batalha (PI),PI,"22,7949067",
5106315,510631,Novo Santo Antônio (MT),MT,"22,7827668",
3153004,315300,Pratinha (MG),MG,"22,7812746",
2928406,292840,Santa Rita de Cássia (BA),BA,"22,7782797",
2509339,250933,Matinhas (PB),PB,"22,7751657",
2410405,241040,Pureza (RN),RN,"22,7642775",
2210938,221093,Sussuapara (PI),PI,"22,7604515",
3142304,314230,Moeda (MG),MG,"22,7591036",
5100201,510020,Água Boa (MT),MT,"22,7486841",
2101731,210173,Belágua (MA),MA,"22,7469216",
1701903,170190,Araguacema (TO),TO,"22,7391219",
5107859,510785,São Félix do Araguaia (MT),MT,"22,7349903",
5204953,520495,Campos Verdes (GO),GO,"22,7332663",
1715150,171515,Novo Alegre (TO),TO,"22,7272727",
3127909,312790,Grupiara (MG),MG,"22,7272727",
3150307,315030,Piedade do Rio Grande (MG),MG,"22,7272727",
2706422,270642,Pariconha (AL),AL,"22,7268970",
2705408,270540,Monteirópolis (AL),AL,"22,7224610",
2916807,291680,Itarantim (BA),BA,"22,7215917",
1502905,150290,Curuçá (PA),PA,"22,7109626",
1503606,150360,Itaituba (PA),PA,"22,7104343",
2301406,230140,Aratuba (CE),CE,"22,7010070",
1300029,130002,Alvarães (AM),AM,"22,6971093",
2609907,260990,Ouricuri (PE),PE,"22,6902322",
3146255,314625,Padre Carvalho (MG),MG,"22,6686508",
2110237,211023,Santana do Maranhão (MA),MA,"22,6634597",
1506583,150658,Santa Maria das Barreiras (PA),PA,"22,6616563",
4318606,431860,São José do Ouro (RS),RS,"22,6433391",
2505600,250560,Diamante (PB),PB,"22,6327728",
2900355,290035,Adustina (BA),BA,"22,6325222",
2414753,241475,Venha-Ver (RN),RN,"22,6217020",
3508306,350830,Cabrália Paulista (SP),SP,"22,6190476",592
5201504,520150,Aporé (GO),GO,"22,6155455",
2932705,293270,Uruçuca (BA),BA,"22,6051036",
2515005,251500,São Miguel de Taipu (PB),PB,"22,6035697",
2409803,240980,Pedro Velho (RN),RN,"22,6014800",
2929008,292900,São Félix (BA),BA,"22,5951324",
3102506,310250,Amparo do Serra (MG),MG,"22,5781422",
4303806,430380,Campinas do Sul (RS),RS,"22,5499764",
5103205,510320,Colíder (MT),MT,"22,5357090",
3502309,350230,Anhembi (SP),SP,"22,5328577",591
2913705,291370,Inhambupe (BA),BA,"22,5204570",
2404101,240410,Galinhos (RN),RN,"22,5095785",
4118006,411800,Paraíso do Norte (PR),PR,"22,4922793",
2923050,292305,Novo Triunfo (BA),BA,"22,4739684",
3150802,315080,Piranga (MG),MG,"22,4678664",
2804706,280470,Nossa Senhora de Lourdes (SE),SE,"22,4673204",
3528858,352885,Marapoama (SP),SP,"22,4548444",590
2928059,292805,Santa Luzia (BA),BA,"22,4490298",
3121803,312180,Dionísio (MG),MG,"22,4458204",
2913606,291360,Ilhéus (BA),BA,"22,4424612",
2914802,291480,Itabuna (BA),BA,"22,4334209",
5004403,500440,Inocência (MS),MS,"22,4242923",
2905503,290550,Caldeirão Grande (BA),BA,"22,4236714",
4312625,431262,Muliterno (RS),RS,"22,4171540",
3157401,315740,Santa Cruz do Escalvado (MG),MG,"22,4170054",
2401800,240180,Brejinho (RN),RN,"22,4083512",
2903276,290327,Barrocas (BA),BA,"22,4066431",
1501451,150145,Belterra (PA),PA,"22,3763966",
4128625,412862,Alto Paraíso (PR),PR,"22,3696283",
1503200,150320,Igarapé-Açu (PA),PA,"22,3573035",
4218905,421890,Urubici (SC),SC,"22,3540956",
5102686,510268,Campos de Júlio (MT),MT,"22,3452506",
3156007,315600,Rio Vermelho (MG),MG,"22,3386345",
3144672,314467,Nova Belém (MG),MG,"22,3380295",
2802106,280210,Estância (SE),SE,"22,3289156",
3510708,351070,Cardoso (SP),SP,"22,3253915",589
2912707,291270,Ibirapitanga (BA),BA,"22,3176876",
3551405,355140,Serra Azul (SP),SP,"22,3154040",588
3540408,354040,Populina (SP),SP,"22,3144785",587
3158003,315800,Santa Maria de Itabira (MG),MG,"22,3088865",
4207684,420768,Ipuaçu (SC),SC,"22,3017386",
2614808,261480,Tacaratu (PE),PE,"22,2988597",
