co_municipio,,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estadual,ideb_meta,etapa
3509304,350930,Cajobi,SP,2023,Municipal,273.5,269.21,5.711833,5.7,46,,Anos Finais
3509700,350970,Campos do Jordão,SP,2023,Municipal,273.03,274.36,5.789833,5.7,47,,Anos Finais
3518602,351860,Guariba,SP,2023,Municipal,277.25,270.1,5.789167,5.7,48,,Anos Finais
3520426,352042,Ilha Comprida,SP,2023,Municipal,275.34,278.92,5.904333,5.7,49,,Anos Finais
3520905,352090,Ipaussu,SP,2023,Municipal,275.58,266.55,5.702167,5.7,50,,Anos Finais
3525300,352530,Jaú,SP,2023,Municipal,273.99,272.7,5.778167,5.7,51,,Anos Finais
3529203,352920,Martinópolis,SP,2023,Municipal,270.33,275.49,5.763667,5.7,52,,Anos Finais
3530508,353050,Mococa,SP,2023,Municipal,277.35,274.48,5.863833,5.7,53,,Anos Finais
3533601,353360,Nuporanga,SP,2023,Municipal,285.13,274.63,5996,5.7,54,,Anos Finais
3543303,354330,Ribeirão Pires,SP,2023,Municipal,275.8,277.68,5.891333,5.7,55,,Anos Finais
3545308,354530,Salto de Pirapora,SP,2023,Municipal,279.52,283.04,6.042667,5.7,56,,Anos Finais
3546256,354625,Santa Cruz da Esperança,SP,2023,Municipal,277.5,272.07,5.826167,5.7,57,,Anos Finais
3546603,354660,Santa Fé do Sul,SP,2023,Municipal,270.49,271.28,5.696167,5.7,58,,Anos Finais
3548054,354805,Santo Antônio do Aracanguá,SP,2023,Municipal,270.07,274.03,5735,5.7,59,,Anos Finais
3550001,355000,São Luiz do Paraitinga,SP,2023,Municipal,271.62,278.11,5.828833,5.7,60,,Anos Finais
3556008,355600,Urupês,SP,2023,Municipal,274.78,269.71,5.7415,5.7,61,,Anos Finais
4202404,420240,Blumenau,SC,2023,Municipal,270.02,276.08,5.768333,5.7,,,Anos Finais
4207601,420760,Ipira,SC,2023,Municipal,278.64,274.5,5.885667,5.7,,,Anos Finais
4301008,430100,Arroio do Meio,RS,2023,Municipal,282.69,276.81,5.991667,5.7,,,Anos Finais
4302253,430225,Boa Vista do Sul,RS,2023,Municipal,274.71,272.07,5.779667,5.7,,,Anos Finais
4305009,430500,Catuípe,RS,2023,Municipal,275.25,268.52,5.7295,5.7,,,Anos Finais
4305835,430583,Coqueiro Baixo,RS,2023,Municipal,269.11,284.69,5.896667,5.7,,,Anos Finais
4306130,430613,Cruzaltense,RS,2023,Municipal,278.41,263.56,5.6995,5.7,,,Anos Finais
4306403,430640,Dois Irmãos,RS,2023,Municipal,286.57,281.78,6.139167,5.7,,,Anos Finais
4306809,430680,Encantado,RS,2023,Municipal,281.71,278.3,6.000167,5.7,,,Anos Finais
4308706,430870,Gaurama,RS,2023,Municipal,294.81,291.38,6.4365,5.7,,,Anos Finais
4309803,430980,Ibiaçá,RS,2023,Municipal,262.62,287.76,5.839667,5.7,,,Anos Finais
4310108,431010,Igrejinha,RS,2023,Municipal,272.71,276.39,5.818333,5.7,,,Anos Finais
4310439,431043,Ipê,RS,2023,Municipal,303.65,291.43,6.584667,5.7,,,Anos Finais
4311627,431162,Lindolfo Collor,RS,2023,Municipal,277.78,269.23,5.7835,5.7,,,Anos Finais
4316733,431673,Santa Cecília do Sul,RS,2023,Municipal,280.62,265.92,5.775667,5.7,,,Anos Finais
5101308,510130,Arenápolis,MT,2023,Municipal,266.88,275.31,5.703167,5.7,,,Anos Finais
5209937,520993,Inaciolândia,GO,2023,Municipal,262.11,278.15,5671,5.7,,,Anos Finais
1100148,110014,Nova Brasilândia D'Oeste,RO,2023,Municipal,268.83,266.16,5.583167,5.6,,,Anos Finais
1501501,150150,Benevides,PA,2023,Municipal,268.79,269.19,5633,5.6,,,Anos Finais
2101103,210110,Axixá,MA,2023,Municipal,277.73,274.95,5878,5.6,,,Anos Finais
2200053,220005,Acauã,PI,2023,Municipal,276.22,262.15,5.6395,5.6,,,Anos Finais
2200202,220020,Água Branca,PI,2023,Municipal,272.44,266.9,5.655667,5.6,,,Anos Finais
2200806,220080,Antônio Almeida,PI,2023,Municipal,267.42,265.61,5.5505,5.6,,,Anos Finais
2205003,220500,Itainópolis,PI,2023,Municipal,268.17,278.01,5.769667,5.6,,,Anos Finais
2207355,220735,Pajeú do Piauí,PI,2023,Municipal,265.46,269.51,5.582833,5.6,,,Anos Finais
2210383,221038,São Miguel da Baixa Grande,PI,2023,Municipal,275.01,262.39,5.623333,5.6,,,Anos Finais
2210706,221070,Simões,PI,2023,Municipal,270.69,262.86,5.559167,5.6,,,Anos Finais
2300150,230015,Acarape,CE,2023,Municipal,269.21,266.76,5.5995,5.6,,,Anos Finais
2302057,230205,Barroquinha,CE,2023,Municipal,271.31,267.28,5.643167,5.6,,,Anos Finais
2304301,230430,Farias Brito,CE,2023,Municipal,270.53,269.06,5.659833,5.6,,,Anos Finais
2304707,230470,Granja,CE,2023,Municipal,274.53,270.12,5.744167,5.6,,,Anos Finais
2305233,230523,Horizonte,CE,2023,Municipal,267.43,271.96,5.6565,5.6,,,Anos Finais
2307908,230790,Martinópole,CE,2023,Municipal,273.57,270.57,5.735667,5.6,,,Anos Finais
2310704,231070,Pentecoste,CE,2023,Municipal,274.6,261.84,5.607333,5.6,,,Anos Finais
2310803,231080,Pereiro,CE,2023,Municipal,274.39,280.26,5.910833,5.6,,,Anos Finais
2311264,231126,Quiterianópolis,CE,2023,Municipal,264.36,270.87,5.587167,5.6,,,Anos Finais
2313807,231380,Uruburetama,CE,2023,Municipal,264.34,271.46,5.596667,5.6,,,Anos Finais
2313955,231395,Varjota,CE,2023,Municipal,268.78,264.84,5.560333,5.6,,,Anos Finais
2517209,251720,Vieirópolis,PB,2023,Municipal,266.49,270.58,5.617833,5.6,,,Anos Finais
2600104,260010,Afogados da Ingazeira,PE,2023,Municipal,277.81,274.34,5.869167,5.6,,,Anos Finais
2601508,260150,Belém de Maria,PE,2023,Municipal,269.94,268.64,5643,5.6,,,Anos Finais
2916856,291685,Itatim,BA,2023,Municipal,271.92,264.31,5.603833,5.6,,,Anos Finais
3116159,311615,Chapada Gaúcha,MG,2023,Municipal,265.74,276.73,5.707833,5.6,,,Anos Finais
3148103,314810,Patrocínio,MG,2023,Municipal,276.23,281.61,5964,5.6,,,Anos Finais
3155702,315570,Rio Piracicaba,MG,2023,Municipal,272.21,273.22,5.757167,5.6,,,Anos Finais
3164704,316470,São Sebastião do Paraíso,MG,2023,Municipal,276.31,274.07,5.839667,5.6,,,Anos Finais
3201902,320190,Domingos Martins,ES,2023,Municipal,280.48,273.64,5902,5.6,11,,Anos Finais
3205150,320515,Vila Pavão,ES,2023,Municipal,273.45,270.98,5.7405,5.6,12,,Anos Finais
3501707,350170,Américo Brasiliense,SP,2023,Municipal,267.93,271.82,5.6625,5.6,62,,Anos Finais
3502507,350250,Aparecida,SP,2023,Municipal,278.0,272.7,5845,5.6,63,,Anos Finais
3507506,350750,Botucatu,SP,2023,Municipal,270.83,271.64,5.707833,5.6,64,,Anos Finais
3510203,351020,Capão Bonito,SP,2023,Municipal,266.08,271.9,5633,5.6,65,,Anos Finais
3510500,351050,Caraguatatuba,SP,2023,Municipal,268.16,270.24,5.64,5.6,66,,Anos Finais
3511706,351170,Charqueada,SP,2023,Municipal,268.13,271.64,5.662833,5.6,67,,Anos Finais
3512902,351290,Cosmorama,SP,2023,Municipal,270.75,266.52,5.621167,5.6,68,,Anos Finais
3514908,351490,Elias Fausto,SP,2023,Municipal,275.73,264.78,5.675167,5.6,69,,Anos Finais
3519402,351940,Ibirá,SP,2023,Municipal,270.04,269.09,5.652167,5.6,70,,Anos Finais
3520202,352020,Igaratá,SP,2023,Municipal,270.32,273.38,5.728333,5.6,71,,Anos Finais
3523503,352350,Itatinga,SP,2023,Municipal,280.03,276.34,5.9395,5.6,72,,Anos Finais
3524204,352420,Jaborandi,SP,2023,Municipal,268.09,267.91,5.6,5.6,73,,Anos Finais
3526803,352680,Lençóis Paulista,SP,2023,Municipal,270.77,267.5,5.637833,5.6,74,,Anos Finais
3531209,353120,Monte Alegre do Sul,SP,2023,Municipal,287.69,283.42,6.185167,5.6,75,,Anos Finais
3532900,353290,Nova Europa,SP,2023,Municipal,271.31,268.51,5.663667,5.6,76,,Anos Finais
3533502,353350,Novo Horizonte,SP,2023,Municipal,275.39,262.57,5.632667,5.6,77,,Anos Finais
3534757,353475,Ouroeste,SP,2023,Municipal,283.35,255.57,5.648667,5.6,78,,Anos Finais
3534807,353480,Ouro Verde,SP,2023,Municipal,269.78,268.12,5.631667,5.6,79,,Anos Finais
3536802,353680,Pedra Bela,SP,2023,Municipal,269.13,272.38,5.691833,5.6,80,,Anos Finais
3540754,354075,Potim,SP,2023,Municipal,269.01,268.49,5625,5.6,81,,Anos Finais
3541653,354165,Quadra,SP,2023,Municipal,279.45,263.98,5.723833,5.6,82,,Anos Finais
3543105,354310,Ribeirão Corrente,SP,2023,Municipal,279.94,272.59,5.8755,5.6,83,,Anos Finais
3554409,355440,Terra Roxa,SP,2023,Municipal,270.76,263.54,5.571667,5.6,84,,Anos Finais
3557204,355720,Chavantes,SP,2023,Municipal,265.14,271.53,5.611167,5.6,85,,Anos Finais
4202909,420290,Brusque,SC,2023,Municipal,270.37,273.91,5738,5.6,,,Anos Finais
4208005,420800,Itá,SC,2023,Municipal,296.43,285.12,6.359167,5.6,,,Anos Finais
4211603,421160,Nova Veneza,SC,2023,Municipal,273.01,278.75,5.862667,5.6,,,Anos Finais
4215802,421580,São Bento do Sul,SC,2023,Municipal,271.27,270.18,5.690833,5.6,,,Anos Finais
4217253,421725,São Pedro de Alcântara,SC,2023,Municipal,272.91,276.36,5.821167,5.6,,,Anos Finais
4219309,421930,Videira,SC,2023,Municipal,275.9,270.35,5.770833,5.6,,,Anos Finais
4301800,430180,Barracão,RS,2023,Municipal,287.54,283.17,6.1785,5.6,,,Anos Finais
4308201,430820,Flores da Cunha,RS,2023,Municipal,284.73,284.62,6.155833,5.6,,,Anos Finais
4309605,430960,Horizontina,RS,2023,Municipal,273.92,270.21,5.7355,5.6,,,Anos Finais
4309704,430970,Humaitá,RS,2023,Municipal,282.97,282.53,6.091667,5.6,,,Anos Finais
4310363,431036,Imigrante,RS,2023,Municipal,294.92,285.06,6333,5.6,,,Anos Finais
4310579,431057,Itapuca,RS,2023,Municipal,269.81,265.94,5.595833,5.6,,,Anos Finais
4317202,431720,Santa Rosa,RS,2023,Municipal,276.57,276.72,5.888167,5.6,,,Anos Finais
5200803,520080,Alvorada do Norte,GO,2023,Municipal,260.28,275.57,5.5975,5.6,,,Anos Finais
5203203,520320,Barro Alto,GO,2023,Municipal,272.73,265.37,5635,5.6,,,Anos Finais
5218508,521850,Quirinópolis,GO,2023,Municipal,270.7,267.93,5.643833,5.6,,,Anos Finais
5220405,522040,São Simão,GO,2023,Municipal,282.52,284.4,6.115333,5.6,,,Anos Finais
1721000,172100,Palmas,TO,2023,Municipal,265.19,268.82,5.566833,5.5,,,Anos Finais
2108900,210890,Poção de Pedras,MA,2023,Municipal,267.38,261.61,5.483167,5.5,,,Anos Finais
2201150,220115,Baixa Grande do Ribeiro,PI,2023,Municipal,272.54,266.01,5.6425,5.5,,,Anos Finais
2201556,220155,Bela Vista do Piauí,PI,2023,Municipal,272.62,259.65,5.537833,5.5,,,Anos Finais
2201606,220160,Beneditinos,PI,2023,Municipal,264.15,269.07,5.553667,5.5,,,Anos Finais
2203859,220385,Floresta do Piauí,PI,2023,Municipal,262.38,265.85,5.4705,5.5,,,Anos Finais
2209609,220960,São Félix do Piauí,PI,2023,Municipal,265.54,265.09,5.5105,5.5,,,Anos Finais
2300705,230070,Alto Santo,CE,2023,Municipal,267.62,265.08,5545,5.5,,,Anos Finais
2300754,230075,Amontada,CE,2023,Municipal,265.79,266.69,5.541333,5.5,,,Anos Finais
2302206,230220,Beberibe,CE,2023,Municipal,271.21,276.75,5.799333,5.5,,,Anos Finais
2303303,230330,Cariús,CE,2023,Municipal,266.6,261.11,5.461833,5.5,,,Anos Finais
2303402,230340,Carnaubal,CE,2023,Municipal,263.8,268.88,5.544667,5.5,,,Anos Finais
2305100,230510,Guaramiranga,CE,2023,Municipal,262.65,270.3,5.549167,5.5,,,Anos Finais
2308906,230890,Morrinhos,CE,2023,Municipal,269.96,261.57,5.5255,5.5,,,Anos Finais
2309300,230930,Nova Russas,CE,2023,Municipal,265.46,264.13,5.493167,5.5,,,Anos Finais
2309458,230945,Ocara,CE,2023,Municipal,261.83,270.36,5.5365,5.5,,,Anos Finais
2310308,231030,Parambu,CE,2023,Municipal,268.86,268.89,5.629167,5.5,,,Anos Finais
2311405,231140,Quixeramobim,CE,2023,Municipal,264.13,266.13,5.504333,5.5,,,Anos Finais
2311504,231150,Quixeré,CE,2023,Municipal,266.72,269.98,5.611667,5.5,,,Anos Finais
2312403,231240,São Gonçalo do Amarante,CE,2023,Municipal,265.0,269.28,5.571333,5.5,,,Anos Finais
2504850,250485,Coxixola,PB,2023,Municipal,258.42,268.69,5.451833,5.5,,,Anos Finais
2505006,250500,Cubati,PB,2023,Municipal,266.06,264.82,5.514667,5.5,,,Anos Finais
2512101,251210,Pombal,PB,2023,Municipal,265.29,270.47,5596,5.5,,,Anos Finais
2512309,251230,Princesa Isabel,PB,2023,Municipal,269.42,261.23,5.510833,5.5,,,Anos Finais
2601201,260120,Arcoverde,PE,2023,Municipal,267.4,271.18,5643,5.5,,,Anos Finais
2700201,270020,Anadia,AL,2023,Municipal,264.25,265.84,5.5015,5.5,,,Anos Finais
2904605,290460,Brumado,BA,2023,Municipal,284.63,278.16,6.0465,5.5,,,Anos Finais
2917409,291740,Jacaraci,BA,2023,Municipal,271.49,270.14,5.693833,5.5,,,Anos Finais
2920304,292030,Malhada de Pedras,BA,2023,Municipal,272.4,260.74,5.552333,5.5,,,Anos Finais
3102001,310200,Alterosa,MG,2023,Municipal,268.48,262.36,5514,5.5,,,Anos Finais
3103504,310350,Araguari,MG,2023,Municipal,267.73,272.77,5675,5.5,,,Anos Finais
3104908,310490,Baependi,MG,2023,Municipal,266.56,267.64,5.57,5.5,,,Anos Finais
3109006,310900,Brumadinho,MG,2023,Municipal,268.73,268.22,5.615833,5.5,,,Anos Finais
3115003,311500,Cascalho Rico,MG,2023,Municipal,263.87,265.24,5.485167,5.5,,,Anos Finais
3130507,313050,Ilicínea,MG,2023,Municipal,265.35,278.42,5.7295,5.5,,,Anos Finais
3131901,313190,Itabirito,MG,2023,Municipal,279.89,280.58,6.007833,5.5,,,Anos Finais
3139607,313960,Mantena,MG,2023,Municipal,264.03,265.78,5.496833,5.5,,,Anos Finais
3139904,313990,Maria da Fé,MG,2023,Municipal,273.61,270.06,5.727833,5.5,,,Anos Finais
3145703,314570,Oliveira Fortes,MG,2023,Municipal,271.45,260.36,5.530167,5.5,,,Anos Finais
3147956,314795,Patis,MG,2023,Municipal,263.94,266.28,5.503667,5.5,,,Anos Finais
3155504,315550,Rio Paranaíba,MG,2023,Municipal,263.94,273.03,5.616167,5.5,,,Anos Finais
3157658,315765,Santa Helena de Minas,MG,2023,Municipal,268.79,278.17,5.782667,5.5,,,Anos Finais
3160009,316000,Santo Antônio do Aventureiro,MG,2023,Municipal,271.9,279.43,5.8555,5.5,,,Anos Finais
3164902,316490,São Sebastião do Rio Verde,MG,2023,Municipal,312.24,286.81,6.650833,5.5,,,Anos Finais
3203163,320316,Laranja da Terra,ES,2023,Municipal,290.46,292.33,6.379833,5.5,13,,Anos Finais
3301876,330187,Iguaba Grande,RJ,2023,Municipal,274.64,269.35,5.733167,5.5,5,,Anos Finais
3500501,350050,Águas de Lindóia,SP,2023,Municipal,284.31,283.32,6.127167,5.5,86,,Anos Finais
3503307,350330,Araras,SP,2023,Municipal,269.32,267.19,5.6085,5.5,87,,Anos Finais
3505708,350570,Barueri,SP,2023,Municipal,266.48,272.28,5646,5.5,88,,Anos Finais
3509601,350960,Campo Limpo Paulista,SP,2023,Municipal,266.78,271.13,5.631833,5.5,89,,Anos Finais
3510104,351010,Cândido Rodrigues,SP,2023,Municipal,266.44,264.84,5.521333,5.5,90,,Anos Finais
3512803,351280,Cosmópolis,SP,2023,Municipal,267.18,274.63,5.696833,5.5,91,,Anos Finais
3513702,351370,Descalvado,SP,2023,Municipal,273.95,274.5,5.8075,5.5,92,,Anos Finais
3522406,352240,Itapeva,SP,2023,Municipal,267.79,267.86,5.594167,5.5,93,,Anos Finais
3523602,352360,Itirapina,SP,2023,Municipal,266.05,269.26,5.5885,5.5,94,,Anos Finais
3525508,352550,Joanópolis,SP,2023,Municipal,265.53,268.24,5.562833,5.5,95,,Anos Finais
3533254,353325,Novais,SP,2023,Municipal,272.79,265.6,5.639833,5.5,96,,Anos Finais
3534500,353450,Oscar Bressane,SP,2023,Municipal,273.45,270.18,5.727167,5.5,97,,Anos Finais
3534708,353470,Ourinhos,SP,2023,Municipal,270.11,270.25,5.672667,5.5,98,,Anos Finais
3538105,353810,Pindorama,SP,2023,Municipal,273.91,261.48,5.589833,5.5,99,,Anos Finais
3538204,353820,Pinhalzinho,SP,2023,Municipal,267.41,266.77,5.569667,5.5,100,,Anos Finais
3540200,354020,Pontal,SP,2023,Municipal,263.61,269.71,5.555333,5.5,101,,Anos Finais
3547304,354730,Santana de Parnaíba,SP,2023,Municipal,264.1,268.0,5535,5.5,102,,Anos Finais
3550407,355040,São Pedro,SP,2023,Municipal,273.49,277.52,5.850167,5.5,103,,Anos Finais
3551702,355170,Sertãozinho,SP,2023,Municipal,280.29,279.44,5.9955,5.5,104,,Anos Finais
3552304,355230,Sud Mennucci,SP,2023,Municipal,265.3,264.49,5.4965,5.5,105,,Anos Finais
3553708,355370,Taquaritinga,SP,2023,Municipal,264.99,266.08,5.517833,5.5,106,,Anos Finais
3553856,355385,Taquarivaí,SP,2023,Municipal,265.91,270.91,5.613667,5.5,107,,Anos Finais
3553906,355390,Tarabai,SP,2023,Municipal,269.05,261.36,5.506833,5.5,108,,Anos Finais
3554508,355450,Tietê,SP,2023,Municipal,270.1,266.98,5618,5.5,109,,Anos Finais
3556206,355620,Valinhos,SP,2023,Municipal,273.47,274.97,5.807333,5.5,110,,Anos Finais
3557105,355710,Votuporanga,SP,2023,Municipal,276.0,269.22,5.753667,5.5,111,,Anos Finais
4106902,410690,Curitiba,PR,2023,Municipal,266.76,263.52,5.504667,5.5,,,Anos Finais
4200200,420020,Agrolândia,SC,2023,Municipal,272.29,274.87,5786,5.5,,,Anos Finais
4204251,420425,Cocal do Sul,SC,2023,Municipal,269.08,263.16,5.537333,5.5,,,Anos Finais
4205308,420530,Faxinal dos Guedes,SC,2023,Municipal,272.31,269.04,5.689167,5.5,,,Anos Finais
4206900,420690,Ibirama,SC,2023,Municipal,280.59,274.27,5.914333,5.5,,,Anos Finais
4207502,420750,Indaial,SC,2023,Municipal,274.96,275.77,5.8455,5.5,,,Anos Finais
4208104,420810,Itaiópolis,SC,2023,Municipal,288.39,277.67,6101,5.5,,,Anos Finais
4208302,420830,Itapema,SC,2023,Municipal,265.85,271.18,5.617167,5.5,,,Anos Finais
4211207,421120,Morro da Fumaça,SC,2023,Municipal,282.24,273.94,5.936333,5.5,,,Anos Finais
4216602,421660,São José,SC,2023,Municipal,269.89,272.64,5.708833,5.5,,,Anos Finais
4217204,421720,São Miguel do Oeste,SC,2023,Municipal,276.42,277.57,5.899833,5.5,,,Anos Finais
4217501,421750,Seara,SC,2023,Municipal,267.26,268.91,5.602833,5.5,,,Anos Finais
4217808,421780,Taió,SC,2023,Municipal,265.12,268.06,5553,5.5,,,Anos Finais
4219705,421970,Xaxim,SC,2023,Municipal,280.39,282.99,6.056333,5.5,,,Anos Finais
4300570,430057,Alto Feliz,RS,2023,Municipal,278.87,262.6,5.691167,5.5,,,Anos Finais
4306320,430632,Derrubadas,RS,2023,Municipal,270.22,263.8,5567,5.5,,,Anos Finais
4306734,430673,Doutor Maurício Cardoso,RS,2023,Municipal,275.13,261.15,5.604667,5.5,,,Anos Finais
4308607,430860,Garibaldi,RS,2023,Municipal,279.49,272.47,5866,5.5,,,Anos Finais
4309050,430905,Glorinha,RS,2023,Municipal,281.27,273.57,5914,5.5,,,Anos Finais
4311403,431140,Lajeado,RS,2023,Municipal,276.07,271.14,5.786833,5.5,,,Anos Finais
4314035,431403,Pareci Novo,RS,2023,Municipal,263.97,276.84,5.680167,5.5,,,Anos Finais
4314308,431430,Pejuçara,RS,2023,Municipal,288.45,279.52,6.132833,5.5,,,Anos Finais
4316956,431695,Santa Maria do Herval,RS,2023,Municipal,288.26,272.48,6.012333,5.5,,,Anos Finais
4319158,431915,São Miguel das Missões,RS,2023,Municipal,266.82,272.21,5.6505,5.5,,,Anos Finais
4319901,431990,Sapiranga,RS,2023,Municipal,277.98,278.87,5.9475,5.5,,,Anos Finais
4321907,432190,Três Passos,RS,2023,Municipal,282.3,275.5,5.963333,5.5,,,Anos Finais
4322251,432225,Tupandi,RS,2023,Municipal,300.06,281.93,6.3665,5.5,,,Anos Finais
5105259,510525,Lucas do Rio Verde,MT,2023,Municipal,265.75,270.81,5.609333,5.5,,,Anos Finais
5106802,510680,Porto dos Gaúchos,MT,2023,Municipal,267.99,262.66,5.510833,5.5,,,Anos Finais
5200134,520013,Acreúna,GO,2023,Municipal,269.4,267.39,5.613167,5.5,,,Anos Finais
5208152,520815,Gameleira de Goiás,GO,2023,Municipal,278.43,265.27,5.728333,5.5,,,Anos Finais
2101004,210100,Arari,MA,2023,Municipal,264.23,272.05,5.604667,5.4,,,Anos Finais
2202083,220208,Cajueiro da Praia,PI,2023,Municipal,260.93,260.86,5.363167,5.4,,,Anos Finais
2202703,220270,Cocal,PI,2023,Municipal,260.22,275.8,5.600333,5.4,,,Anos Finais
2203909,220390,Floriano,PI,2023,Municipal,272.44,272.89,5.7555,5.4,,,Anos Finais
2210656,221065,Sigefredo Pacheco,PI,2023,Municipal,273.23,267.59,5.680333,5.4,,,Anos Finais
2302008,230200,Barro,CE,2023,Municipal,261.2,263.29,5.408167,5.4,,,Anos Finais
2304202,230420,Crato,CE,2023,Municipal,259.09,268.76,5.464167,5.4,,,Anos Finais
2304806,230480,Granjeiro,CE,2023,Municipal,272.75,273.83,5.776333,5.4,,,Anos Finais
2305209,230520,Hidrolândia,CE,2023,Municipal,262.24,263.15,5.423167,5.4,,,Anos Finais
2307007,230700,Jaguaruana,CE,2023,Municipal,257.99,266.06,5.400833,5.4,,,Anos Finais
2308708,230870,Morada Nova,CE,2023,Municipal,262.87,267.24,5.501833,5.4,,,Anos Finais
2309102,230910,Mulungu,CE,2023,Municipal,259.52,267.24,5446,5.4,,,Anos Finais
2310001,231000,Palhano,CE,2023,Municipal,261.68,263.68,5.422667,5.4,,,Anos Finais
2310100,231010,Palmácia,CE,2023,Municipal,258.36,267.82,5.436333,5.4,,,Anos Finais
2310209,231020,Paracuru,CE,2023,Municipal,261.83,261.27,5385,5.4,,,Anos Finais
2310258,231025,Paraipaba,CE,2023,Municipal,260.39,262.57,5.382667,5.4,,,Anos Finais
2310407,231040,Paramoti,CE,2023,Municipal,266.28,274.75,5.683833,5.4,,,Anos Finais
2313005,231300,Solonópole,CE,2023,Municipal,260.91,265.77,5.444667,5.4,,,Anos Finais
2313302,231330,Tauá,CE,2023,Municipal,260.92,264.64,5426,5.4,,,Anos Finais
2313351,231335,Tejuçuoca,CE,2023,Municipal,260.84,266.36,5.453333,5.4,,,Anos Finais
2314003,231400,Várzea Alegre,CE,2023,Municipal,260.26,262.56,5.380333,5.4,,,Anos Finais
2314102,231410,Viçosa do Ceará,CE,2023,Municipal,261.86,264.83,5.444833,5.4,,,Anos Finais
2508000,250800,Juru,PB,2023,Municipal,268.61,257.26,5.431167,5.4,,,Anos Finais
2513851,251385,Santo André,PB,2023,Municipal,260.6,268.3,5.481667,5.4,,,Anos Finais
2513984,251398,São Francisco,PB,2023,Municipal,272.38,269.38,5696,5.4,,,Anos Finais
2602209,260220,Bom Jardim,PE,2023,Municipal,274.18,259.88,5.567667,5.4,,,Anos Finais
2605152,260515,Dormentes,PE,2023,Municipal,267.07,260.54,5.460167,5.4,,,Anos Finais
2608602,260860,Lagoa do Ouro,PE,2023,Municipal,277.19,270.27,5791,5.4,,,Anos Finais
2611101,261110,Petrolina,PE,2023,Municipal,268.93,270.51,5.657333,5.4,,,Anos Finais
2615201,261520,Terra Nova,PE,2023,Municipal,267.67,255.84,5.391833,5.4,,,Anos Finais
2703502,270350,Jacuípe,AL,2023,Municipal,266.45,262.43,5.481333,5.4,,,Anos Finais
2704203,270420,Limoeiro de Anadia,AL,2023,Municipal,267.08,262.99,5.501167,5.4,,,Anos Finais
2801603,280160,Cedro de São João,SE,2023,Municipal,264.83,266.15,5.516333,5.4,,,Anos Finais
2921005,292100,Mata de São João,BA,2023,Municipal,266.19,268.38,5.576167,5.4,,,Anos Finais
2925931,292593,Quixabeira,BA,2023,Municipal,253.52,269.42,5.382333,5.4,,,Anos Finais
3103603,310360,Arantina,MG,2023,Municipal,265.4,265.32,5512,5.4,,,Anos Finais
3113800,311380,Carmésia,MG,2023,Municipal,261.9,262.81,5.411833,5.4,,,Anos Finais
3117876,311787,Confins,MG,2023,Municipal,262.51,270.78,5.554833,5.4,,,Anos Finais
3118304,311830,Conselheiro Lafaiete,MG,2023,Municipal,288.86,289.01,6.297833,5.4,,,Anos Finais
3131307,313130,Ipatinga,MG,2023,Municipal,266.31,270.23,5609,5.4,,,Anos Finais
3134905,313490,Jacutinga,MG,2023,Municipal,263.43,260.77,5.403333,5.4,,,Anos Finais
3137403,313740,Lagoa Dourada,MG,2023,Municipal,275.57,269.4,5.7495,5.4,,,Anos Finais
3140209,314020,Maripá de Minas,MG,2023,Municipal,278.78,276.83,5.926833,5.4,,,Anos Finais
3142601,314260,Monsenhor Paulo,MG,2023,Municipal,259.11,271.4,5.5085,5.4,,,Anos Finais
3143906,314390,Muriaé,MG,2023,Municipal,269.74,270.75,5.674833,5.4,,,Anos Finais
3147709,314770,Passa Tempo,MG,2023,Municipal,262.95,278.05,5.683333,5.4,,,Anos Finais
3148004,314800,Patos de Minas,MG,2023,Municipal,269.69,269.1,5.6465,5.4,,,Anos Finais
3161908,316190,São Gonçalo do Rio Abaixo,MG,2023,Municipal,263.43,260.27,5395,5.4,,,Anos Finais
3163706,316370,São Lourenço,MG,2023,Municipal,270.82,267.84,5.644333,5.4,,,Anos Finais
3164431,316443,São Sebastião da Vargem Alegre,MG,2023,Municipal,272.49,270.34,5.713833,5.4,,,Anos Finais
