codigo_ibge,UF-Município,anomes_s,qtd_pes_pob,qtd_pes_baixa_renda,qtd_pes_acima_meio_sm,total,pop. IBGE 2024,% no cad unico,% pobreza
313652,Mg-Jose Goncalves de Minas,202503,1412,669,613,2694,3.993,"67,47%","35,36%"
313655,Mg-Jose Raydan,202503,1373,687,626,2686,4.352,"61,72%","31,55%"
313657,Mg-Josenopolis,202503,1361,717,722,2800,3.607,"77,63%","37,73%"
313660,Mg-Nova Uniao,202503,1722,945,772,3439,6.083,"56,53%","28,31%"
313665,Mg-Juatuba,202503,6861,4213,5069,16143,32.726,"49,33%","20,96%"
313670,Mg-Juiz de Fora,202503,60728,47175,46521,154424,565.764,"27,29%","10,73%"
313680,Mg-Juramento,202503,1414,762,786,2962,3.815,"77,64%","37,06%"
313690,Mg-Juruaia,202503,957,1643,888,3488,11.543,"30,22%","8,29%"
313695,Mg-Juvenilia,202503,2526,975,1243,4744,5.929,"80,01%","42,60%"
313700,Mg-Ladainha,202503,5947,1945,1593,9485,14.399,"65,87%","41,30%"
313710,Mg-Lagamar,202503,1399,722,1066,3187,6.672,"47,77%","20,97%"
313720,Mg-Lagoa da Prata,202503,6881,5915,7242,20038,53.583,"37,40%","12,84%"
313730,Mg-Lagoa dos Patos,202503,1615,605,701,2921,3.285,"88,92%","49,16%"
313740,Mg-Lagoa Dourada,202503,2409,2857,1424,6690,13.116,"51,01%","18,37%"
313750,Mg-Lagoa Formosa,202503,3533,1578,1734,6845,19.507,"35,09%","18,11%"
313753,Mg-Lagoa Grande,202503,1472,1963,1797,5232,9.210,"56,81%","15,98%"
313760,Mg-Lagoa Santa,202503,8471,6515,6754,21740,79.981,"27,18%","10,59%"
313770,Mg-Lajinha,202503,7858,2804,2803,13465,21.422,"62,86%","36,68%"
313780,Mg-Lambari,202503,4110,3352,3674,11136,20.950,"53,16%","19,62%"
313790,Mg-Lamim,202503,953,475,484,1912,3.226,"59,27%","29,54%"
313800,Mg-Laranjal,202503,1169,956,989,3114,6.042,"51,54%","19,35%"
313810,Mg-Lassance,202503,2541,945,1281,4767,7.358,"64,79%","34,53%"
313820,Mg-Lavras,202503,11145,13019,17460,41624,109.884,"37,88%","10,14%"
313830,Mg-Leandro Ferreira,202503,464,475,306,1245,3.270,"38,07%","14,19%"
313835,Mg-Leme do Prado,202503,996,836,882,2714,4.387,"61,86%","22,70%"
313840,Mg-Leopoldina,202503,7661,9141,7642,24444,52.696,"46,39%","14,54%"
313850,Mg-Liberdade,202503,1100,625,612,2337,4.775,"48,94%","23,04%"
313860,Mg-Lima Duarte,202503,3454,2434,2429,8317,17.712,"46,96%","19,50%"
313862,Mg-Limeira do Oeste,202503,724,621,1500,2845,9.087,"31,31%","7,97%"
313865,Mg-Lontra,202503,3639,1809,1386,6834,8.968,"76,20%","40,58%"
313867,Mg-Luisburgo,202503,2116,1603,965,4684,7.195,"65,10%","29,41%"
313868,Mg-Luislandia,202503,3074,1159,1084,5317,6.329,"84,01%","48,57%"
313870,Mg-Luminarias,202503,1096,777,1184,3057,5.731,"53,34%","19,12%"
313880,Mg-Luz,202503,2660,1865,2193,6718,18.304,"36,70%","14,53%"
313890,Mg-Machacalis,202503,3063,729,1090,4882,6.579,"74,21%","46,56%"
313900,Mg-Machado,202503,5852,5525,7411,18788,38.831,"48,38%","15,07%"
313910,Mg-Madre de Deus de Minas,202503,650,944,859,2453,5.341,"45,93%","12,17%"
313920,Mg-Malacacheta,202503,4306,2677,1920,8903,17.751,"50,15%","24,26%"
313925,Mg-Mamonas,202503,1939,1107,1116,4162,6.096,"68,27%","31,81%"
313930,Mg-Manga,202503,7471,3594,3982,15047,19.188,"78,42%","38,94%"
313940,Mg-Manhuacu,202503,10237,14289,9459,33985,96.545,"35,20%","10,60%"
313950,Mg-Manhumirim,202503,6434,2932,2926,12292,20.970,"58,62%","30,68%"
313960,Mg-Mantena,202503,5504,3841,4962,14307,27.358,"52,30%","20,12%"
313970,Mg-Maravilhas,202503,2117,1117,1401,4635,7.518,"61,65%","28,16%"
313980,Mg-Mar de Espanha,202503,1647,1706,1170,4523,13.119,"34,48%","12,55%"
313990,Mg-Maria da Fe,202503,3501,1733,1812,7046,14.557,"48,40%","24,05%"
314000,Mg-Mariana,202503,12744,7067,8709,28520,64.058,"44,52%","19,89%"
314010,Mg-Marilac,202503,1732,797,672,3201,4.320,"74,10%","40,09%"
314015,Mg-Mario Campos,202503,2891,2213,2163,7267,16.546,"43,92%","17,47%"
314020,Mg-Maripa de Minas,202503,437,662,668,1767,3.532,"50,03%","12,37%"
314030,Mg-Marlieria,202503,856,756,1022,2634,4.761,"55,32%","17,98%"
314040,Mg-Marmelopolis,202503,1112,338,296,1746,3.299,"52,93%","33,71%"
314050,Mg-Martinho Campos,202503,2870,1556,1765,6191,14.461,"42,81%","19,85%"
314053,Mg-Martins Soares,202503,3357,1475,1459,6291,8.725,"72,10%","38,48%"
314055,Mg-Mata Verde,202503,3981,1072,1000,6053,9.458,"64,00%","42,09%"
314060,Mg-Materlandia,202503,1722,710,1012,3444,3.982,"86,49%","43,24%"
314070,Mg-Mateus Leme,202503,5557,3957,3433,12947,40.239,"32,18%","13,81%"
314080,Mg-Matias Barbosa,202503,2456,1812,2084,6352,14.501,"43,80%","16,94%"
314085,Mg-Matias Cardoso,202503,3561,1846,1543,6950,8.975,"77,44%","39,68%"
314090,Mg-Matipo,202503,6980,3818,2683,13481,19.054,"70,75%","36,63%"
314100,Mg-Mato Verde,202503,4434,1572,1709,7715,12.238,"63,04%","36,23%"
314110,Mg-Matozinhos,202503,5393,4537,4712,14642,39.291,"37,27%","13,73%"
314120,Mg-Matutina,202503,422,352,861,1635,3.907,"41,85%","10,80%"
314130,Mg-Medeiros,202503,817,498,642,1957,4.040,"48,44%","20,22%"
314140,Mg-Medina,202503,5998,3347,3496,12841,20.492,"62,66%","29,27%"
314150,Mg-Mendes Pimentel,202503,1602,774,1133,3509,5.651,"62,10%","28,35%"
314160,Mg-Merces,202503,2293,1893,1975,6161,10.609,"58,07%","21,61%"
314170,Mg-Mesquita,202503,1062,719,998,2779,5.038,"55,16%","21,08%"
314180,Mg-Minas Novas,202503,6639,4593,4580,15812,24.191,"65,36%","27,44%"
314190,Mg-Minduri,202503,697,496,427,1620,3.815,"42,46%","18,27%"
314200,Mg-Mirabela,202503,4400,2502,2185,9087,14.029,"64,77%","31,36%"
314210,Mg-Miradouro,202503,1547,1740,1500,4787,9.026,"53,04%","17,14%"
314220,Mg-Mirai,202503,2055,2021,1665,5741,13.922,"41,24%","14,76%"
314225,Mg-Miravania,202503,1480,807,954,3241,4.011,"80,80%","36,90%"
314230,Mg-Moeda,202503,783,948,848,2579,5.291,"48,74%","14,80%"
314240,Mg-Moema,202503,1350,1050,778,3178,7.778,"40,86%","17,36%"
314250,Mg-Monjolos,202503,311,488,536,1335,2.196,"60,79%","14,16%"
314260,Mg-Monsenhor Paulo,202503,1182,1228,727,3137,8.550,"36,69%","13,82%"
314270,Mg-Montalvania,202503,5095,2388,2162,9645,14.160,"68,11%","35,98%"
314280,Mg-Monte Alegre de Minas,202503,3621,2417,3039,9077,20.666,"43,92%","17,52%"
314290,Mg-Monte Azul,202503,6922,2550,2484,11956,20.577,"58,10%","33,64%"
314300,Mg-Monte Belo,202503,1871,1658,1863,5392,13.340,"40,42%","14,03%"
314310,Mg-Monte Carmelo,202503,2897,3970,3497,10364,49.354,"21,00%","5,87%"
314315,Mg-Monte Formoso,202503,1648,779,761,3188,4.449,"71,66%","37,04%"
314320,Mg-Monte Santo de Minas,202503,2939,3087,3049,9075,21.301,"42,60%","13,80%"
314330,Mg-Montes Claros,202503,62460,70023,61832,194315,434.321,"44,74%","14,38%"
314340,Mg-Monte Siao,202503,3218,2111,2382,7711,24.933,"30,93%","12,91%"
314345,Mg-Montezuma,202503,2545,1071,1192,4808,6.979,"68,89%","36,47%"
314350,Mg-Morada Nova de Minas,202503,627,1189,1539,3355,9.364,"35,83%","6,70%"
314360,Mg-Morro da Garca,202503,486,680,726,1892,2.438,"77,60%","19,93%"
314370,Mg-Morro do Pilar,202503,1019,387,444,1850,3.174,"58,29%","32,10%"
314380,Mg-Munhoz,202503,1678,993,1060,3731,7.857,"47,49%","21,36%"
314390,Mg-Muriae,202503,15320,12905,13878,42103,108.161,"38,93%","14,16%"
314400,Mg-Mutum,202503,5973,4053,3462,13488,28.670,"47,05%","20,83%"
314410,Mg-Muzambinho,202503,2537,3463,3452,9452,22.527,"41,96%","11,26%"
314420,Mg-Nacip Raydan,202503,778,485,673,1936,2.437,"79,44%","31,92%"
314430,Mg-Nanuque,202503,6569,5525,6001,18095,35.554,"50,89%","18,48%"
314435,Mg-Naque,202503,1914,1495,1814,5223,6.442,"81,08%","29,71%"
314437,Mg-Natalandia,202503,1324,476,598,2398,3.626,"66,13%","36,51%"
314440,Mg-Natercia,202503,560,681,540,1781,4.800,"37,10%","11,67%"
314450,Mg-Nazareno,202503,1289,1286,1394,3969,8.390,"47,31%","15,36%"
314460,Mg-Nepomuceno,202503,4678,3704,3182,11564,25.774,"44,87%","18,15%"
314465,Mg-Ninheira,202503,4049,1411,1810,7270,10.915,"66,61%","37,10%"
314467,Mg-Nova Belem,202503,1341,779,537,2657,3.156,"84,19%","42,49%"
314470,Mg-Nova Era,202503,2312,2245,2651,7208,17.807,"40,48%","12,98%"
314480,Mg-Nova Lima,202503,9074,9082,10761,28917,119.142,"24,27%","7,62%"
314490,Mg-Nova Modica,202503,1199,654,770,2623,3.731,"70,30%","32,14%"
314500,Mg-Nova Ponte,202503,1857,1860,2043,5760,15.113,"38,11%","12,29%"
314505,Mg-Nova Porteirinha,202503,3068,1128,1136,5332,6.780,"78,64%","45,25%"
314510,Mg-Nova Resende,202503,3147,2333,1424,6904,16.854,"40,96%","18,67%"
314520,Mg-Nova Serrana,202503,8376,14351,8525,31252,112.910,"27,68%","7,42%"
314530,Mg-Novo Cruzeiro,202503,9210,4875,3191,17276,27.453,"62,93%","33,55%"
314535,Mg-Novo Oriente de Minas,202503,4000,1291,1512,6803,10.501,"64,78%","38,09%"
314537,Mg-Novorizonte,202503,1800,953,913,3666,4.630,"79,18%","38,88%"
314540,Mg-Olaria,202503,439,328,333,1100,1.986,"55,39%","22,10%"
314545,Mg-Olhos D Agua,202503,2307,1103,937,4347,5.520,"78,75%","41,79%"
314550,Mg-Olimpio Noronha,202503,615,636,730,1981,2.616,"75,73%","23,51%"
314560,Mg-Oliveira,202503,5452,4458,5302,15212,40.552,"37,51%","13,44%"
314570,Mg-Oliveira Fortes,202503,494,307,224,1025,2.062,"49,71%","23,96%"
314580,Mg-Onca de Pitangui,202503,540,468,510,1518,3.027,"50,15%","17,84%"
314585,Mg-Oratorios,202503,776,703,860,2339,5.076,"46,08%","15,29%"
314587,Mg-Orizania,202503,3594,1490,1502,6586,8.759,"75,19%","41,03%"
314590,Mg-Ouro Branco,202503,4075,4191,4430,12696,40.411,"31,42%","10,08%"
314600,Mg-Ouro Fino,202503,1486,2481,2626,6593,33.227,"19,84%","4,47%"
314610,Mg-Ouro Preto,202503,9804,8541,8815,27160,77.601,"35,00%","12,63%"
314620,Mg-Ouro Verde de Minas,202503,3653,830,981,5464,5.858,"93,27%","62,36%"
314625,Mg-Padre Carvalho,202503,2327,730,770,3827,5.085,"75,26%","45,76%"
314630,Mg-Padre Paraiso,202503,6201,3089,2982,12272,17.537,"69,98%","35,36%"
314640,Mg-Paineiras,202503,1071,340,486,1897,4.273,"44,40%","25,06%"
314650,Mg-Pains,202503,603,588,867,2058,8.341,"24,67%","7,23%"
314655,Mg-Pai Pedro,202503,1805,1107,1243,4155,5.634,"73,75%","32,04%"
314660,Mg-Paiva,202503,381,189,206,776,1.498,"51,80%","25,43%"
314670,Mg-Palma,202503,1746,794,949,3489,5.742,"60,76%","30,41%"
314675,Mg-Palmopolis,202503,2596,974,677,4247,6.373,"66,64%","40,73%"
314690,Mg-Papagaios,202503,2965,2075,1927,6967,14.207,"49,04%","20,87%"
314700,Mg-Paracatu,202503,12916,10334,12711,35961,98.397,"36,55%","13,13%"
314710,Mg-Para de Minas,202503,7727,8206,9957,25890,102.033,"25,37%","7,57%"
314720,Mg-Paraguacu,202503,1467,3065,3079,7611,22.357,"34,04%","6,56%"
314730,Mg-Paraisopolis,202503,2288,2339,3724,8351,21.005,"39,76%","10,89%"
314740,Mg-Paraopeba,202503,4265,3086,2684,10035,24.800,"40,46%","17,20%"
314750,Mg-Passabem,202503,320,236,270,826,1.617,"51,08%","19,79%"
314760,Mg-Passa Quatro,202503,1293,2215,2929,6437,15.842,"40,63%","8,16%"
314770,Mg-Passa Tempo,202503,502,1240,1576,3318,8.696,"38,16%","5,77%"
314780,Mg-Passa Vinte,202503,536,229,237,1002,2.301,"43,55%","23,29%"
314790,Mg-Passos,202503,13772,10623,9807,34202,116.530,"29,35%","11,82%"
314795,Mg-Patis,202503,2078,954,867,3899,4.863,"80,18%","42,73%"
314800,Mg-Patos de Minas,202503,12495,11048,12142,35685,167.870,"21,26%","7,44%"
314810,Mg-Patrocinio,202503,11552,10441,11133,33126,93.852,"35,30%","12,31%"
314820,Mg-Patrocinio do Muriae,202503,1339,894,801,3034,5.735,"52,90%","23,35%"
314830,Mg-Paula Candido,202503,2563,1421,1399,5383,8.786,"61,27%","29,17%"
314840,Mg-Paulistas,202503,1338,743,573,2654,4.429,"59,92%","30,21%"
314850,Mg-Pavao,202503,3617,635,970,5222,8.168,"63,93%","44,28%"
314860,Mg-Pecanha,202503,5226,2249,2109,9584,17.843,"53,71%","29,29%"
314870,Mg-Pedra Azul,202503,8746,2780,3613,15139,24.999,"60,56%","34,99%"
314875,Mg-Pedra Bonita,202503,3967,1107,717,5791,7.559,"76,61%","52,48%"
314880,Mg-Pedra do Anta,202503,858,589,582,2029,3.371,"60,19%","25,45%"
314890,Mg-Pedra do Indaia,202503,495,584,676,1755,4.232,"41,47%","11,70%"
314900,Mg-Pedra Dourada,202503,969,625,564,2158,2.883,"74,85%","33,61%"
314910,Mg-Pedralva,202503,1802,1887,1555,5244,10.924,"48,00%","16,50%"
314915,Mg-Pedras de Maria da Cruz,202503,3314,1832,1466,6612,10.619,"62,27%","31,21%"
314920,Mg-Pedrinopolis,202503,865,274,512,1651,3.404,"48,50%","25,41%"
314930,Mg-Pedro Leopoldo,202503,6967,6150,6973,20090,64.910,"30,95%","10,73%"
314940,Mg-Pedro Teixeira,202503,452,320,317,1089,1.854,"58,74%","24,38%"
314950,Mg-Pequeri,202503,522,693,725,1940,3.448,"56,26%","15,14%"
314960,Mg-Pequi,202503,1224,493,821,2538,4.258,"59,61%","28,75%"
314970,Mg-Perdigao,202503,1997,1363,1217,4577,12.925,"35,41%","15,45%"
314980,Mg-Perdizes,202503,3267,1420,1586,6273,17.830,"35,18%","18,32%"
314990,Mg-Perdoes,202503,1989,2875,3641,8505,21.991,"38,67%","9,04%"
314995,Mg-Periquito,202503,1688,1677,1538,4903,6.647,"73,76%","25,39%"
315000,Mg-Pescador,202503,1154,729,678,2561,3.587,"71,40%","32,17%"
315010,Mg-Piau,202503,642,372,290,1304,2.854,"45,69%","22,49%"
315015,Mg-Piedade de Caratinga,202503,4010,1646,1055,6711,8.883,"75,55%","45,14%"
315020,Mg-Piedade de Ponte Nova,202503,760,786,1042,2588,4.056,"63,81%","18,74%"
315030,Mg-Piedade do Rio Grande,202503,699,593,740,2032,4.697,"43,26%","14,88%"
315040,Mg-Piedade dos Gerais,202503,1619,591,556,2766,5.175,"53,45%","31,29%"
315050,Mg-Pimenta,202503,960,951,894,2805,8.794,"31,90%","10,92%"
315053,Mg-Pingo D Agua,202503,1480,800,1030,3310,4.845,"68,32%","30,55%"
315057,Mg-Pintopolis,202503,2796,1377,1394,5567,7.231,"76,99%","38,67%"
315060,Mg-Piracema,202503,752,897,753,2402,6.884,"34,89%","10,92%"
315070,Mg-Pirajuba,202503,1124,559,617,2300,5.762,"39,92%","19,51%"
315080,Mg-Piranga,202503,4334,2372,3140,9846,17.360,"56,72%","24,97%"
315090,Mg-Pirangucu,202503,1008,893,678,2579,6.271,"41,13%","16,07%"
315100,Mg-Piranguinho,202503,1424,1261,1758,4443,9.451,"47,01%","15,07%"
315110,Mg-Pirapetinga,202503,2427,1586,2109,6122,11.408,"53,66%","21,27%"
315120,Mg-Pirapora,202503,14123,8196,9657,31976,57.543,"55,57%","24,54%"
315130,Mg-Pirauba,202503,2132,1760,1545,5437,11.958,"45,47%","17,83%"
315140,Mg-Pitangui,202503,5313,2437,2432,10182,27.734,"36,71%","19,16%"
315150,Mg-Piumhi,202503,4568,4263,5900,14731,37.742,"39,03%","12,10%"
315160,Mg-Planura,202503,2307,1180,1760,5247,11.484,"45,69%","20,09%"
315170,Mg-Poco Fundo,202503,1395,2104,1853,5352,16.791,"31,87%","8,31%"
315180,Mg-Pocos de Caldas,202503,10706,14345,20220,45271,171.533,"26,39%","6,24%"
315190,Mg-Pocrane,202503,3062,763,1064,4889,8.468,"57,74%","36,16%"
315200,Mg-Pompeu,202503,5573,4594,4022,14189,32.305,"43,92%","17,25%"
315210,Mg-Ponte Nova,202503,6085,7390,8449,21924,59.569,"36,80%","10,22%"
315213,Mg-Ponto Chique,202503,1637,644,513,2794,3.807,"73,39%","43,00%"
315217,Mg-Ponto dos Volantes,202503,3718,2043,1808,7569,11.077,"68,33%","33,57%"
315220,Mg-Porteirinha,202503,11271,8294,8627,28192,38.668,"72,91%","29,15%"
315230,Mg-Porto Firme,202503,3729,1280,1289,6298,10.825,"58,18%","34,45%"
315240,Mg-Pote,202503,3235,2437,1933,7605,13.751,"55,31%","23,53%"
315250,Mg-Pouso Alegre,202503,15428,14322,15962,45712,160.751,"28,44%","9,60%"
315260,Mg-Pouso Alto,202503,730,685,963,2378,6.755,"35,20%","10,81%"
315270,Mg-Prados,202503,1101,1170,1001,3272,9.327,"35,08%","11,80%"
315280,Mg-Prata,202503,3563,2832,3916,10311,29.578,"34,86%","12,05%"
315290,Mg-Pratapolis,202503,1127,861,1055,3043,8.551,"35,59%","13,18%"
315300,Mg-Pratinha,202503,841,405,474,1720,3.673,"46,83%","22,90%"
315310,Mg-Presidente Bernardes,202503,1569,785,933,3287,4.883,"67,32%","32,13%"
315320,Mg-Presidente Juscelino,202503,514,753,545,1812,3.493,"51,88%","14,72%"
315330,Mg-Presidente Kubitschek,202503,773,645,807,2225,3.154,"70,55%","24,51%"
315340,Mg-Presidente Olegario,202503,2856,1790,2479,7125,19.177,"37,15%","14,89%"
315350,Mg-Alto Jequitiba,202503,2429,1497,987,4913,8.596,"57,15%","28,26%"
315360,Mg-Prudente de Morais,202503,1704,1836,1804,5344,11.940,"44,76%","14,27%"
315370,Mg-Quartel Geral,202503,477,670,633,1780,3.237,"54,99%","14,74%"
315380,Mg-Queluzita,202503,141,318,155,614,1.800,"34,11%","7,83%"
315390,Mg-Raposos,202503,1458,1215,1053,3726,16.735,"22,26%","8,71%"
315400,Mg-Raul Soares,202503,4915,3236,2821,10972,23.882,"45,94%","20,58%"
315410,Mg-Recreio,202503,1574,1703,1609,4886,11.337,"43,10%","13,88%"
315415,Mg-Reduto,202503,1731,1919,1272,4922,8.170,"60,24%","21,19%"
315420,Mg-Resende Costa,202503,1450,1703,1417,4570,11.520,"39,67%","12,59%"
315430,Mg-Resplendor,202503,3372,2859,2843,9074,17.612,"51,52%","19,15%"
315440,Mg-Ressaquinha,202503,1261,681,727,2669,4.641,"57,51%","27,17%"
315445,Mg-Riachinho,202503,2834,959,1348,5141,6.890,"74,62%","41,13%"
315450,Mg-Riacho dos Machados,202503,3130,1500,1661,6291,8.886,"70,80%","35,22%"
315460,Mg-Ribeirao das Neves,202503,70336,38136,34632,143104,344.828,"41,50%","20,40%"
315470,Mg-Ribeirao Vermelho,202503,569,534,813,1916,4.201,"45,61%","13,54%"
315480,Mg-Rio Acima,202503,1711,1236,1987,4934,10.626,"46,43%","16,10%"
315490,Mg-Rio Casca,202503,2093,2521,2809,7423,12.921,"57,45%","16,20%"
315500,Mg-Rio Doce,202503,559,333,501,1393,2.542,"54,80%","21,99%"
315510,Mg-Rio do Prado,202503,2021,748,745,3514,4.679,"75,10%","43,19%"
315520,Mg-Rio Espera,202503,1720,581,510,2811,5.479,"51,30%","31,39%"
315530,Mg-Rio Manso,202503,1219,458,579,2256,5.727,"39,39%","21,29%"
315540,Mg-Rio Novo,202503,1316,1591,1771,4678,8.689,"53,84%","15,15%"
315550,Mg-Rio Paranaiba,202503,1559,1721,1604,4884,15.143,"32,25%","10,30%"
315560,Mg-Rio Pardo de Minas,202503,12578,3958,3385,19921,29.123,"68,40%","43,19%"
315570,Mg-Rio Piracicaba,202503,2460,1918,2797,7175,15.001,"47,83%","16,40%"
315580,Mg-Rio Pomba,202503,3142,2626,2144,7912,17.856,"44,31%","17,60%"
315590,Mg-Rio Preto,202503,1682,528,573,2783,5.240,"53,11%","32,10%"
315600,Mg-Rio Vermelho,202503,3446,1996,2332,7774,12.815,"60,66%","26,89%"
315610,Mg-Ritapolis,202503,913,827,1055,2795,5.115,"54,64%","17,85%"
315620,Mg-Rochedo de Minas,202503,635,446,375,1456,2.363,"61,62%","26,87%"
315630,Mg-Rodeiro,202503,1452,1091,1021,3564,9.064,"39,32%","16,02%"
315640,Mg-Romaria,202503,531,267,211,1009,3.440,"29,33%","15,44%"
315645,Mg-Rosario da Limeira,202503,1406,750,723,2879,4.896,"58,80%","28,72%"
315650,Mg-Rubelita,202503,2705,644,958,4307,5.572,"77,30%","48,55%"
315660,Mg-Rubim,202503,2411,1730,1825,5966,10.575,"56,42%","22,80%"
315670,Mg-Sabara,202503,18482,14431,14577,47490,134.286,"35,36%","13,76%"
315680,Mg-Sabinopolis,202503,3682,2562,2333,8577,14.382,"59,64%","25,60%"
315690,Mg-Sacramento,202503,2952,2976,4393,10321,27.891,"37,00%","10,58%"
315700,Mg-Salinas,202503,10588,6832,7573,24993,41.641,"60,02%","25,43%"
315710,Mg-Salto da Divisa,202503,1713,1297,1311,4321,6.164,"70,10%","27,79%"
315720,Mg-Santa Barbara,202503,6019,3214,3520,12753,31.756,"40,16%","18,95%"
315725,Mg-Santa Barbara do Leste,202503,3475,1242,1296,6013,8.737,"68,82%","39,77%"
315727,Mg-Santa Barbara do Monte Verde,202503,752,542,493,1787,3.199,"55,86%","23,51%"
315730,Mg-Santa Barbara do Tugurio,202503,697,717,586,2000,4.262,"46,93%","16,35%"
315733,Mg-Santa Cruz de Minas,202503,1659,1371,1048,4078,8.321,"49,01%","19,94%"
315737,Mg-Santa Cruz de Salinas,202503,1606,667,984,3257,3.944,"82,58%","40,72%"
315740,Mg-Santa Cruz do Escalvado,202503,1316,635,578,2529,4.743,"53,32%","27,75%"
315750,Mg-Santa Efigenia de Minas,202503,1558,889,786,3233,4.067,"79,49%","38,31%"
315760,Mg-Santa Fe de Minas,202503,1400,595,775,2770,3.551,"78,01%","39,43%"
315765,Mg-Santa Helena de Minas,202503,3509,707,693,4909,6.059,"81,02%","57,91%"
315770,Mg-Santa Juliana,202503,1699,1386,1219,4304,16.568,"25,98%","10,25%"
315780,Mg-Santa Luzia,202503,39084,27161,25438,91683,229.483,"39,95%","17,03%"
315790,Mg-Santa Margarida,202503,6483,3394,2083,11960,16.903,"70,76%","38,35%"
315800,Mg-Santa Maria de Itabira,202503,1768,1512,1235,4515,10.716,"42,13%","16,50%"
315810,Mg-Santa Maria do Salto,202503,2105,616,1093,3814,4.803,"79,41%","43,83%"
315820,Mg-Santa Maria do Suacui,202503,4045,1701,1661,7407,12.898,"57,43%","31,36%"
315830,Mg-Santana da Vargem,202503,769,1484,1627,3880,6.781,"57,22%","11,34%"
315840,Mg-Santana de Cataguases,202503,781,700,919,2400,3.553,"67,55%","21,98%"
315850,Mg-Santana de Pirapama,202503,1770,837,803,3410,7.079,"48,17%","25,00%"
315860,Mg-Santana do Deserto,202503,508,708,548,1764,3.819,"46,19%","13,30%"
315870,Mg-Santana do Garambeu,202503,752,339,310,1401,2.175,"64,41%","34,57%"
315880,Mg-Santana do Jacare,202503,909,1009,955,2873,4.265,"67,36%","21,31%"
315890,Mg-Santana do Manhuacu,202503,2839,1598,980,5417,9.236,"58,65%","30,74%"
315895,Mg-Santana do Paraiso,202503,6028,5627,6777,18432,48.286,"38,17%","12,48%"
315900,Mg-Santana do Riacho,202503,1459,674,533,2666,5.579,"47,79%","26,15%"
315910,Mg-Santana dos Montes,202503,1225,284,258,1767,3.507,"50,38%","34,93%"
315920,Mg-Santa Rita de Caldas,202503,888,1057,1626,3571,8.588,"41,58%","10,34%"
315930,Mg-Santa Rita de Jacutinga,202503,1222,484,590,2296,4.836,"47,48%","25,27%"
315935,Mg-Santa Rita de Minas,202503,1747,1121,1051,3919,6.952,"56,37%","25,13%"
315940,Mg-Santa Rita do Ibitipoca,202503,683,588,421,1692,3.344,"50,60%","20,42%"
315950,Mg-Santa Rita do Itueto,202503,2316,701,520,3537,5.973,"59,22%","38,77%"
315960,Mg-Santa Rita do Sapucai,202503,3455,5588,6413,15456,42.320,"36,52%","8,16%"
315970,Mg-Santa Rosa da Serra,202503,781,474,365,1620,3.476,"46,61%","22,47%"
315980,Mg-Santa Vitoria,202503,3027,2304,4157,9488,21.745,"43,63%","13,92%"
315990,Mg-Santo Antonio do Amparo,202503,3472,2756,2750,8978,17.651,"50,86%","19,67%"
316000,Mg-Santo Antonio do Aventureiro,202503,903,642,502,2047,3.881,"52,74%","23,27%"
316010,Mg-Santo Antonio do Grama,202503,656,678,586,1920,4.342,"44,22%","15,11%"
316020,Mg-Santo Antonio do Itambe,202503,1325,643,519,2487,3.979,"62,50%","33,30%"
316030,Mg-Santo Antonio do Jacinto,202503,4003,1694,1877,7574,10.397,"72,85%","38,50%"
316040,Mg-Santo Antonio do Monte,202503,1963,3779,3187,8929,28.358,"31,49%","6,92%"
316045,Mg-Santo Antonio do Retiro,202503,4072,715,670,5457,6.743,"80,93%","60,39%"
316050,Mg-Santo Antonio do Rio Abaixo,202503,537,336,454,1327,1.853,"71,61%","28,98%"
316060,Mg-Santo Hipolito,202503,813,464,531,1808,2.720,"66,47%","29,89%"
316070,Mg-Santos Dumont,202503,7068,5435,5047,17550,43.392,"40,45%","16,29%"
316080,Mg-Sao Bento Abade,202503,1197,960,711,2868,4.835,"59,32%","24,76%"
316090,Mg-Sao Bras do Suacui,202503,482,436,582,1500,4.133,"36,29%","11,66%"
316095,Mg-Sao Domingos das Dores,202503,1371,1495,1118,3984,5.778,"68,95%","23,73%"
316100,Mg-Sao Domingos do Prata,202503,2377,2403,2437,7217,17.771,"40,61%","13,38%"
316105,Mg-Sao Felix de Minas,202503,1094,661,582,2337,3.252,"71,86%","33,64%"
316110,Mg-Sao Francisco,202503,22408,9407,8441,40256,54.239,"74,22%","41,31%"
316120,Mg-Sao Francisco de Paula,202503,901,1019,1680,3600,6.293,"57,21%","14,32%"
316130,Mg-Sao Francisco de Sales,202503,1068,682,1101,2851,5.857,"48,68%","18,23%"
316140,Mg-Sao Francisco do Gloria,202503,956,868,1094,2918,4.866,"59,97%","19,65%"
316150,Mg-Sao Geraldo,202503,1796,1421,1986,5203,10.517,"49,47%","17,08%"
316160,Mg-Sao Geraldo da Piedade,202503,1283,562,549,2394,3.258,"73,48%","39,38%"
316165,Mg-Sao Geraldo do Baixio,202503,1090,511,562,2163,3.175,"68,13%","34,33%"
316170,Mg-Sao Goncalo do Abaete,202503,1640,858,869,3367,7.521,"44,77%","21,81%"
316180,Mg-Sao Goncalo do Para,202503,1178,1762,2148,5088,12.192,"41,73%","9,66%"
316190,Mg-Sao Goncalo do Rio Abaixo,202503,1791,1889,4425,8105,12.353,"65,61%","14,50%"
